  Rk, Player,Nation,Pos,Squad,Age,Born,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Matches
989,Tobias Szymura,de GER,"DF,MF",Hombrucher U17,15,2001,26,26,2201,24.5,0,,,0,0,0,2,0,0,,,0,,Matches
990,Jamie Tahedl,de GER,MF,Kaiserslautern,16,2001,22,17,1515,16.8,0,,,0,0,1,4,0,0,,,0,,Matches
991,Malik Talabidi,de GER,DF,RB Leipzig,16,2001,24,24,2055,22.8,1,,,1,0,0,6,0,0.04,,,0.04,,Matches
992,Elias Tamim,de GER,DF,Hertha BSC,16,2001,16,9,916,10.2,0,,,0,0,0,2,0,0,,,0,,Matches
993,Emin Tanrikulu,de GER,"MF,FW",Holstein Kiel,15,2001,17,9,819,9.1,5,,,5,0,0,1,0,0.55,,,0.55,,Matches
994,Anssi Tapio Suhonen,fi FIN,MF,Hamburger SV,16,2001,16,16,1361,15.1,2,,,2,0,0,1,0,0.13,,,0.13,,Matches
995,Niklas Tauer,de GER,FW,Mainz 05,16,2001,23,21,1744,19.4,3,,,3,0,0,1,0,0.15,,,0.15,,Matches
996,Akbar Tchadjobo,de GER,DF,Arminia,15,2002,7,2,305,3.4,0,,,0,0,0,0,0,0,,,0,,Matches
997,Henry-Franck Tehe,de GER,MF,Schalke 04,15,2002,4,2,235,2.6,0,,,0,0,0,0,0,0,,,0,,Matches
998,Emincan Tekin,de GER,"FW,MF",Hertha BSC,14,2002,24,18,1398,15.5,18,,,18,0,0,1,0,1.16,,,1.16,,Matches
999,Serkan Temin,de GER,MF,Arminia,16,2001,22,12,1045,11.6,0,,,0,0,0,2,0,0,,,0,,Matches
1000,Emir Terzi,de GER,"MF,DF",Dortmund,16,2001,23,20,1743,19.4,1,,,1,0,0,1,0,0.05,,,0.05,,Matches
1001,Davis Tetang,de GER,DF,KÃ¶ln,16,2001,2,0,38,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
1002,Davis Tetang,de GER,"MF,DF",BTSV,16,2001,7,5,465,5.2,0,,,0,0,0,0,0,0,,,0,,Matches
1003,Tion Thaler,de GER,"MF,FW",Unterhaching,15,2001,15,9,735,8.2,0,,,0,0,0,3,1,0,,,0,,Matches
1004,Albin Thaqi,de GER,"DF,MF",Dortmund,15,2002,21,7,887,9.9,0,,,0,0,0,1,0,0,,,0,,Matches
1005,Jonas Theobald,de GER,MF,Elversberg,16,2001,8,0,211,2.3,0,,,0,0,0,2,0,0,,,0,,Matches
1006,Malick Thiaw,de GER,MF,Schalke 04,15,2001,23,21,1626,18.1,1,,,1,0,0,1,0,0.06,,,0.06,,Matches
1007,Jan Thielmann,de GER,FW,KÃ¶ln,15,2002,16,14,1124,12.5,7,,,7,0,0,4,0,0.56,,,0.56,,Matches
1008,Felix Thienel,de GER,GK,Gladbach,16,2001,4,4,360,4,0,,,0,0,0,0,0,0,,,0,,Matches
1009,Elias Thomas,de GER,MF,Wolfsburg,16,2001,9,1,215,2.4,0,,,0,0,0,2,0,0,,,0,,Matches
1010,Malik Tillman,us USA,MF,Bayern Munich,15,2002,23,18,1681,18.7,3,,,3,0,0,2,0,0.16,,,0.16,,Matches
1011,Vincent Tloczynski,de GER,MF,Energie Cottbus,15,2002,1,0,76,0.8,0,,,0,0,0,0,0,0,,,0,,Matches
1012,Jovan Todorovic,de GER,DF,EimsbÃ¼ttel U17,16,2001,25,25,2187,24.3,1,,,1,0,0,2,0,0.04,,,0.04,,Matches
1013,Arton Tolaj,de GER,"MF,DF",MSV Duisburg,16,2001,26,16,1690,18.8,1,,,1,0,0,3,0,0.05,,,0.05,,Matches
1014,Nils Tomani,de GER,DF,Stuttgarter Kickers,15,2002,5,4,376,4.2,0,,,0,0,0,0,0,0,,,0,,Matches
1015,Laurin Tost,de GER,MF,Freiburg,16,2001,20,20,1774,19.7,1,,,1,0,0,8,0,0.05,,,0.05,,Matches
1016,Nikell Touglo,de GER,"MF,DF",DÃ¼sseldorf,15,2001,26,26,2308,25.6,3,,,3,0,0,2,0,0.12,,,0.12,,Matches
1017,Aboubaker TourÃ©,de GER,"MF,FW",Hombrucher U17,16,2001,8,3,341,3.8,1,,,1,0,0,0,0,0.26,,,0.26,,Matches
1018,Junior TourÃ©,gn GUI,FW,Eintracht Frankfurt,15,2001,4,0,126,1.4,0,,,0,0,0,0,0,0,,,0,,Matches
1019,Alex Tran,de GER,DF,Freiburg,16,2001,11,11,990,11,0,,,0,0,0,1,0,0,,,0,,Matches
1020,Marcello Tripi,de GER,DF,Hoffenheim,16,2001,1,0,11,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
1021,David Trivunic,de GER,"MF,DF",Karlsruher,15,2001,16,16,1413,15.7,3,,,0,3,3,0,0,0.19,,,0,,Matches
1022,Fabio Trkulja,hr CRO,MF,Unterhaching,16,2001,17,16,1459,16.2,1,,,1,0,0,1,0,0.06,,,0.06,,Matches
1023,Leon Troschka,de GER,MF,DÃ¼sseldorf,15,2002,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
1024,Frederik TrÃ¼mner,de GER,MF,Hannover 96,16,2001,24,24,2044,22.7,3,,,3,0,0,4,0,0.13,,,0.13,,Matches
1025,Angelo Tulino,de GER,"FW,MF",Heidenheim,16,2001,20,6,892,9.9,2,,,2,0,0,3,0,0.2,,,0.2,,Matches
1026,Duran Turan,de GER,DF,Dortmund,16,2001,1,0,38,0.4,0,,,0,0,0,0,0,0,,,0,,Matches
1027,Duran Turan,de GER,"DF,MF",Hombrucher U17,16,2001,10,10,801,8.9,0,,,0,0,0,0,0,0,,,0,,Matches
1028,Cem TÃ¼rkmen,tr TUR,"MF,DF",Leverkusen,15,2002,17,10,831,9.2,2,,,2,0,0,2,0,0.22,,,0.22,,Matches
1029,Metehan TÃ¼rkoglu,de GER,"MF,FW",MSV Duisburg,16,2001,24,20,1667,18.5,3,,,3,0,0,5,0,0.16,,,0.16,,Matches
1030,Furkan TÃ¼rksoy,de GER,"DF,MF",Eintracht Frankfurt,16,2001,18,16,1462,16.2,0,,,0,0,0,6,0,0,,,0,,Matches
1031,Jannis Turtschan,de GER,"MF,DF",Unterhaching,15,2001,22,21,1879,20.9,0,,,0,0,0,3,0,0,,,0,,Matches
1032,Sinan Ucar,de GER,FW,Hertha BSC,15,2001,2,0,81,0.9,0,,,0,0,0,1,0,0,,,0,,Matches
1033,Maximilian Ueing,de GER,GK,Leverkusen,16,2001,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
1034,Laurice Ukela,de GER,MF,Stuttgarter Kickers,15,2001,6,3,320,3.6,0,,,0,0,0,2,0,0,,,0,,Matches
1035,Cihan Ulusoy,de GER,"MF,DF",MSV Duisburg,15,2001,23,17,1574,17.5,0,,,0,0,0,4,1,0,,,0,,Matches
1036,Luca Uth,de GER,MF,Eintracht Frankfurt,16,2001,18,15,1252,13.9,3,,,2,1,1,0,0,0.22,,,0.14,,Matches
1037,Orcan Uysal,de GER,MF,Gladbach,16,2001,4,0,78,0.9,0,,,0,0,0,0,0,0,,,0,,Matches
1038,Amar Uzuev,de GER,"DF,MF",Bochum,16,2001,14,11,996,11.1,1,,,0,1,1,2,0,0.09,,,0,,Matches
1039,Bela Varga,de GER,DF,Kaiserslautern,14,2002,2,2,180,2,0,,,0,0,0,1,0,0,,,0,,Matches
1040,Ãmer VargÃ¼n,de GER,"MF,DF",Viktoria KÃ¶ln,16,2001,5,2,115,1.3,0,,,0,0,0,0,0,0,,,0,,Matches
1041,Marco Varivoda,hr CRO,"FW,MF",Karlsruher,15,2002,12,7,751,8.3,0,,,0,0,0,1,0,0,,,0,,Matches
1042,Ionannis Vassiliou,de GER,DF,Eintracht Frankfurt,15,2002,7,0,217,2.4,0,,,0,0,0,0,0,0,,,0,,Matches
1043,Georgios Velikoudis,gr GRE,MF,Schalke 04,16,2001,13,3,537,6,0,,,0,0,0,1,0,0,,,0,,Matches
1044,Nhan Vo Thanh,de GER,DF,Hannover 96,15,2001,15,15,1326,14.7,0,,,0,0,0,0,0,0,,,0,,Matches
1045,Johannes VÃ¶gele,de GER,GK,Freiburg,16,2001,1,1,90,1,0,,,0,0,0,0,0,0,,,0,,Matches
1046,Max Vogler,de GER,FW,Eintracht Frankfurt,16,2001,2,0,14,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
1047,Felix Voigt,de GER,"MF,DF",NÃ¼rnberg,16,2001,25,23,2112,23.5,1,,,1,0,0,5,0,0.04,,,0.04,,Matches
1048,Robert Voloder,ba BIH,DF,KÃ¶ln,16,2001,24,23,2108,23.4,1,,,1,0,0,1,0,0.04,,,0.04,,Matches
1049,Daniel Vorderwestner,de GER,MF,Unterhaching,16,2001,16,4,634,7,1,,,1,0,0,0,0,0.14,,,0.14,,Matches
1050,Tom Vorkastner,de GER,MF,EimsbÃ¼ttel U17,14,2002,22,18,1668,18.5,0,,,0,0,0,2,0,0,,,0,,Matches
1051,Dimitrios Voulkidis,de GER,"MF,DF",MSV Duisburg,15,2001,16,10,899,10,0,,,0,0,0,1,0,0,,,0,,Matches
1052,Nemanja Vraco,,"MF,FW",Magdeburg,,,23,17,1641,18.2,2,,,2,0,0,2,0,0.11,,,0.11,,Matches
1053,Amer VrÄiÄ,de GER,"DF,MF",Eintracht Frankfurt,15,2002,19,18,1459,16.2,2,,,2,0,0,4,0,0.12,,,0.12,,Matches
1054,Oussama El Wadnakssi,de GER,MF,Alemannia Aachen,15,2001,20,12,1099,12.2,1,,,1,0,0,2,0,0.08,,,0.08,,Matches
1055,Ben Wagner,de GER,DF,Heidenheim,16,2001,8,3,282,3.1,0,,,0,0,0,2,0,0,,,0,,Matches
1056,Wladimir Wagner,de GER,FW,Dortmund,15,2001,3,0,48,0.5,0,,,0,0,0,0,0,0,,,0,,Matches
1057,Dennis Waidner,de GER,DF,Bayern Munich,16,2001,9,1,308,3.4,0,,,0,0,0,0,0,0,,,0,,Matches
1058,Tim Walbrecht,de GER,"MF,DF",Hannover 96,15,2001,26,25,2153,23.9,0,,,0,0,0,2,0,0,,,0,,Matches
1059,Mike WalbrÃ¶hl,de GER,"DF,MF",Unterrath U17,16,2001,25,25,2250,25,2,,,2,0,0,4,0,0.08,,,0.08,,Matches
1060,Veith Walde,de GER,GK,Hombrucher U17,15,2001,15,15,1350,15,0,,,0,0,0,0,0,0,,,0,,Matches
1061,Grischa Walzer,de GER,MF,Elversberg,14,2002,3,0,69,0.8,0,,,0,0,0,0,0,0,,,0,,Matches
1062,Gabriel Wanzeck,de GER,DF,Unterhaching,16,2001,14,5,601,6.7,0,,,0,0,0,0,0,0,,,0,,Matches
1063,Alexander Weber,de GER,DF,EimsbÃ¼ttel U17,16,2001,18,18,1494,16.6,0,,,0,0,0,3,0,0,,,0,,Matches
1064,Franklin Weber,de GER,DF,St Pauli,16,2001,10,10,889,9.9,0,,,0,0,0,0,1,0,,,0,,Matches
1065,Justin Weber,de GER,FW,Hertha BSC,16,2001,23,23,1688,18.8,9,,,8,1,1,0,0,0.48,,,0.43,,Matches
1066,Viktor Weber,de GER,GK,St Pauli,14,2002,19,19,1710,19,0,,,0,0,0,2,0,0,,,0,,Matches
1067,Luca Wehrle,de GER,FW,Freiburg,15,2002,4,0,100,1.1,0,,,0,0,0,0,0,0,,,0,,Matches
1068,Max Weickert,de GER,DF,Werder Bremen,16,2001,10,7,670,7.4,6,,,2,4,4,1,0,0.81,,,0.27,,Matches
1069,Jonas Weimann,de GER,MF,Wolfsburg,15,2002,1,1,56,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
1070,Leandro WeingÃ¤rtner,de GER,"MF,DF",Eintracht Frankfurt,16,2001,23,22,1926,21.4,2,,,2,0,0,2,0,0.09,,,0.09,,Matches
1071,Erik Weinhauer,de GER,"MF,FW",BTSV,16,2001,10,4,414,4.6,0,,,0,0,0,0,0,0,,,0,,Matches
1072,Noah WeiÃhaupt,de GER,"MF,FW",Freiburg,15,2001,26,23,1991,22.1,3,,,3,0,0,2,0,0.14,,,0.14,,Matches
1073,Florian Wendt,de GER,"MF,DF",Dortmund,16,2001,13,4,475,5.3,1,,,1,0,0,0,0,0.19,,,0.19,,Matches
1074,Malte Wengerowski,de GER,"FW,MF",Dortmund,16,2001,24,15,1510,16.8,8,,,8,0,0,4,0,0.48,,,0.48,,Matches
1075,Samir Werbelow,de GER,MF,Union Berlin,16,2001,19,19,1457,16.2,1,,,1,0,0,3,0,0.06,,,0.06,,Matches
1076,Maurice Werlein,de GER,FW,Hombrucher U17,16,2001,20,15,1197,13.3,4,,,4,0,0,0,0,0.3,,,0.3,,Matches
1077,Constantin Wermann,de GER,DF,DÃ¼sseldorf,16,2001,11,10,854,9.5,1,,,1,0,0,2,1,0.11,,,0.11,,Matches
1078,Philipp Werner,de GER,MF,Magdeburg,15,2002,3,2,206,2.3,0,,,0,0,0,2,0,0,,,0,,Matches
1079,Vincent Werner,de GER,MF,Karlsruher,16,2001,9,0,234,2.6,0,,,0,0,0,0,0,0,,,0,,Matches
1080,Ruwen WerthmÃ¼ller,ch SUI,FW,Hertha BSC,16,2001,17,17,1365,15.2,15,,,15,0,0,0,0,0.99,,,0.99,,Matches
1081,Malte Wesberg,de GER,DF,PreuÃen MÃ¼nster,14,2002,1,0,12,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
1082,Michael West,de GER,"DF,MF",Bochum,16,2001,22,20,1786,19.8,1,,,1,0,0,6,0,0.05,,,0.05,,Matches
1083,Flemming Westensee,de GER,MF,Holstein Kiel,16,2001,18,5,635,7.1,2,,,2,0,0,0,0,0.28,,,0.28,,Matches
1084,Jamie-Maurice Weydert,de GER,DF,DÃ¼sseldorf,15,2002,2,2,180,2,0,,,0,0,0,0,0,0,,,0,,Matches
1085,Nikolas White,hr CRO,"MF,FW",NÃ¼rnberg,15,2001,5,4,391,4.3,0,,,0,0,0,1,0,0,,,0,,Matches
1086,Marco Wichert,de GER,GK,MSV Duisburg,16,2001,21,20,1870,20.8,0,,,0,0,0,0,0,0,,,0,,Matches
1087,Demian-Coray Wicke,de GER,MF,EimsbÃ¼ttel U17,16,2001,16,13,1113,12.4,3,,,3,0,0,0,0,0.24,,,0.24,,Matches
1088,Timon-Julian Widiker,de GER,MF,Werder Bremen,14,2003,1,0,13,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
1089,Benjamin Wiemann,de GER,DF,Freiburg,16,2001,14,12,1020,11.3,0,,,0,0,0,1,0,0,,,0,,Matches
1090,Julian Wild,de GER,MF,Stuttgarter Kickers,16,2001,18,0,383,4.3,3,,,3,0,0,1,0,0.7,,,0.7,,Matches
1091,Benedikt Willert,de GER,GK,NÃ¼rnberg,16,2001,21,21,1890,21,0,,,0,0,0,1,0,0,,,0,,Matches
1092,Emmanuel Williams,de GER,"FW,MF",Hombrucher U17,15,2001,18,11,889,9.9,2,,,2,0,0,3,0,0.2,,,0.2,,Matches
1093,Folarin Williams,de GER,DF,Bochum,16,2001,17,14,1310,14.6,0,,,0,0,0,4,0,0,,,0,,Matches
1094,Tyrese Williams,de GER,"FW,MF",PreuÃen MÃ¼nster,16,2001,21,19,1463,16.3,3,,,3,0,0,3,0,0.18,,,0.18,,Matches
1095,Paul Winkelmann,de GER,"FW,MF",Unterrath U17,15,2001,24,21,1675,18.6,2,,,2,0,0,2,0,0.11,,,0.11,,Matches
1096,Peer Winkens,de GER,"MF,DF",Alemannia Aachen,16,2001,8,4,456,5.1,0,,,0,0,0,0,0,0,,,0,,Matches
1097,Marten Winkler,de GER,MF,Hertha BSC,14,2002,1,0,68,0.8,0,,,0,0,0,0,0,0,,,0,,Matches
1098,Jan Winter,de GER,GK,Freiburg,16,2001,10,10,900,10,0,,,0,0,0,2,0,0,,,0,,Matches
1099,Max Winter,de GER,MF,RB Leipzig,16,2001,26,26,2144,23.8,2,,,2,0,0,3,0,0.08,,,0.08,,Matches
1100,Tom-Luca Winter,de GER,MF,Wolfsburg,15,2002,3,1,148,1.6,1,,,1,0,0,0,0,0.61,,,0.61,,Matches
1101,Julius Wohn,de GER,"MF,FW",Mainz 05,16,2001,9,2,291,3.2,1,,,1,0,0,1,0,0.31,,,0.31,,Matches
1102,Tristan Woitina,de GER,MF,Energie Cottbus,13,2003,1,0,11,0.1,0,,,0,0,0,0,0,0,,,0,,Matches
1103,Lucas Wolf,de GER,"MF,FW",Holstein Kiel,15,2001,21,20,1617,18,2,,,2,0,0,0,0,0.11,,,0.11,,Matches
1104,Marco Wolf,de GER,MF,Leverkusen,16,2001,19,19,1453,16.1,8,,,8,0,0,3,0,0.5,,,0.5,,Matches
1105,Brian-Cedric Wolff,de GER,"DF,MF",Schalke 04,16,2001,12,10,864,9.6,0,,,0,0,0,1,0,0,,,0,,Matches
1106,Lukas WÃ¶llmer,de GER,"MF,FW",EimsbÃ¼ttel U17,16,2001,14,11,901,10,0,,,0,0,0,0,0,0,,,0,,Matches
1107,Nick Woltemade,de GER,FW,Werder Bremen,15,2002,9,3,439,4.9,2,,,2,0,0,0,0,0.41,,,0.41,,Matches
1108,David WÃ¶rns,de GER,"MF,DF",Augsburg,15,2001,19,17,1545,17.2,5,,,2,3,3,5,0,0.29,,,0.12,,Matches
1109,Jorik Wulff,de GER,MF,Werder Bremen,16,2001,23,22,1734,19.3,6,,,6,0,0,2,0,0.31,,,0.31,,Matches
1110,Bryan Yankson,,FW,Hannover 96,,,1,0,16,0.2,0,,,0,0,0,0,0,0,,,0,,Matches
1111,Emmanuel Yeboah,de GER,FW,EimsbÃ¼ttel U17,15,2001,14,8,788,8.8,0,,,0,0,0,0,0,0,,,0,,Matches
1112,Burak YeÅilay,,FW,DÃ¼sseldorf,16,2001,21,13,1295,14.4,9,,,9,0,0,3,1,0.63,,,0.63,,Matches
1113,Mehmet YÄ±ldÄ±z,,"DF,MF",Mainz 05,16,2001,18,9,1019,11.3,2,,,2,0,0,2,0,0.18,,,0.18,,Matches
1114,Bahattin Yilmaz,de GER,"FW,DF",Alemannia Aachen,16,2001,21,17,1624,18,0,,,0,0,0,1,0,0,,,0,,Matches
1115,Semih Yilmaz,de GER,"DF,MF",Hannover 96,16,2001,13,5,630,7,1,,,1,0,0,2,0,0.14,,,0.14,,Matches
1116,Koray YÃ¼ksek,de GER,FW,Stuttgarter Kickers,15,2002,1,0,46,0.5,0,,,0,0,0,0,0,0,,,0,,Matches
1117,Furkan Yumurtaoglu,de GER,MF,Karlsruher,15,2002,2,1,130,1.4,0,,,0,0,0,0,0,0,,,0,,Matches
1118,Mohammed Zaher,de GER,MF,Heidenheim,15,2002,15,10,913,10.1,0,,,0,0,0,5,0,0,,,0,,Matches
1119,Valentin Zalli,de GER,"MF,FW",Hamburger SV,16,2001,22,19,1463,16.3,10,,,10,0,0,2,0,0.62,,,0.62,,Matches
1120,Karim Zeghli,de GER,DF,Schalke 04,16,2001,2,0,54,0.6,0,,,0,0,0,0,0,0,,,0,,Matches
1121,Petr Å½emliÄka,cz CZE,DF,Dresden,16,2001,9,1,251,2.8,0,,,0,0,0,0,0,0,,,0,,Matches
1122,Leonard Zeqiri,de GER,DF,Augsburg,15,2002,4,0,160,1.8,0,,,0,0,0,1,0,0,,,0,,Matches
1123,Nikolas Zeyer,de GER,MF,Heidenheim,15,2001,8,1,135,1.5,0,,,0,0,0,0,0,0,,,0,,Matches
1124,Sonny Ziemer,de GER,DF,Hertha BSC,15,2001,12,10,856,9.5,0,,,0,0,0,3,1,0,,,0,,Matches
1125,Marc Zimmermann,de GER,"MF,DF",Freiburg,15,2002,5,3,289,3.2,0,,,0,0,0,0,0,0,,,0,,Matches
1126,Louis Zimmerschied,de GER,MF,Unterhaching,16,2001,13,10,796,8.8,0,,,0,0,0,0,0,0,,,0,,Matches
1127,Joshua Zirkzee,nl NED,FW,Bayern Munich,16,2001,16,16,1344,14.9,15,,,15,0,0,1,0,1,,,1,,Matches
1128,Maximilian Zoch,de GER,"MF,FW",St Pauli,15,2001,21,12,1002,11.1,1,,,1,0,0,1,0,0.09,,,0.09,,Matches
1129,Florian Zorn,de GER,"MF,FW",Eintracht Frankfurt,16,2001,23,21,1740,19.3,11,,,11,0,0,0,0,0.57,,,0.57,,Matches
1130,Mordecai Zuhs,gh GHA,"DF,MF",Alemannia Aachen,14,2002,19,17,1356,15.1,0,,,0,0,0,0,0,0,,,0,,Matches
1131,Kilian Zulage,de GER,FW,Union Berlin,16,2001,2,0,66,0.7,0,,,0,0,0,0,0,0,,,0,,Matches
1132,Kilian Zulage,de GER,FW,BTSV,16,2001,5,5,315,3.5,0,,,0,0,0,0,0,0,,,0,,Matches
1133,Ernst Zulu,de GER,MF,Union Berlin,15,2002,2,2,180,2,0,,,0,0,0,0,0,0,,,0,,Matches
1134,Nikolaj Zvekic,de GER,"DF,MF",Dresden,16,2001,10,6,563,6.3,0,,,0,0,0,1,0,0,,,0,,Matches
1135,Jovan ÄermanoviÄ,rs SRB,FW,Stuttgart,16,2001,20,11,995,11.1,8,,,8,0,0,1,0,0.72,,,0.72,,Matches
